id,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AA,AA,AA,AA,AA,AA,AA,AA
263.48,-98.85,-75.06,-73.24,-73.30,-72.38,-73.52,-76.40,-75.00,-75.45728063,-75.08960679,-72.67721748,-74.51184664,-80.61254274,-77.41907327,-71.86102497,-76.37290348,-76.01407507,-75.63038103,-75.42965646,-76.14288529,-76.37441471,-76.79612132,-74.86092859,-77.32527293,-76.36435369,-101.04,-77.34,-74.76,-75.16,-74.02,-75.15,-77.86,-76.87
264.47,-99.56,-75.83,-73.63,-73.78,-72.79,-73.98,-76.75,-75.53,-76.1486084,-75.71275859,-73.29248486,-75.09351233,-81.18635101,-78.05559436,-72.51908839,-77.071355,-76.58174207,-76.18034027,-76.01166452,-76.78288083,-76.86548725,-77.39091873,-75.52395972,-77.8483178,-77.09902823,-101.80,-78.12,-75.29,-75.82,-74.66,-75.77,-78.39,-77.50
265.47,-100.29,-76.57,-74.18,-74.44,-73.36,-74.54,-77.28,-76.18,-76.77954143,-76.26400502,-73.95201765,-75.70130562,-81.7753218,-78.67263925,-73.24027898,-77.78530699,-77.17212428,-76.66800953,-76.65897921,-77.35895207,-77.44072692,-77.97161033,-76.15931241,-78.30804601,-77.78106174,-102.51,-78.84,-75.77,-76.42,-75.37,-76.42,-78.83,-78.09
266.47,-101.04,-77.34,-74.76,-75.16,-74.02,-75.15,-77.86,-76.87,-77.37612894,-76.87405352,-74.65492676,-76.38249815,-82.43254913,-79.36206775,-74.01890587,-78.57683197,-77.86793963,-77.21227133,-77.42939232,-77.998063,-78.12012441,-78.58290853,-76.89656039,-78.82398944,-78.49800903,-103.19,-79.51,-76.45,-77.13,-76.17,-77.23,-79.36,-78.71
267.47,-101.80,-78.12,-75.29,-75.82,-74.66,-75.77,-78.39,-77.50,-77.89376118,-77.47008356,-75.30605289,-77.10576713,-83.07217775,-80.0192146,-74.75823593,-79.32689116,-78.53793972,-77.77820521,-78.22635754,-78.62626431,-78.79487617,-79.190222,-77.71607404,-79.44112565,-79.24509789,-103.94,-80.22,-77.16,-77.84,-76.95,-78.02,-79.84,-79.41
268.47,-102.51,-78.84,-75.77,-76.42,-75.37,-76.42,-78.83,-78.09,-78.31138405,-77.9990966,-75.95778112,-77.84178478,-83.73381164,-80.55543536,-75.47275103,-79.99899612,-79.23515029,-78.31904943,-79.03148205,-79.19155317,-79.46690281,-79.81604003,-78.46131806,-80.05271707,-79.95337019,-104.73,-80.93,-77.92,-78.50,-77.76,-78.82,-80.36,-80.13
269.46,-103.19,-79.51,-76.45,-77.13,-76.17,-77.23,-79.36,-78.71,-78.77121127,-78.55207458,-76.61889448,-78.57605024,-84.38135421,-81.11046743,-76.17215871,-80.62283588,-79.93478015,-78.87824059,-79.76415527,-79.70676038,-80.15791901,-80.49117933,-79.15242439,-80.60709401,-80.60945275,-105.44,-81.58,-78.73,-79.18,-78.61,-79.68,-80.97,-80.89
270.46,-103.94,-80.22,-77.16,-77.84,-76.95,-78.02,-79.84,-79.41,-79.30107881,-79.07644616,-77.29897288,-79.37172892,-85.07870291,-81.67419987,-76.92628009,-81.22645164,-80.62002534,-79.46306667,-80.51911066,-80.16383358,-80.91182152,-81.21824636,-79.79263935,-81.09595997,-81.17653596,-106.15,-82.18,-79.57,-79.88,-79.48,-80.57,-81.63,-81.69
271.46,-104.73,-80.93,-77.92,-78.50,-77.76,-78.82,-80.36,-80.13,-79.94493082,-79.61569511,-78.0151705,-80.19312311,-85.74507886,-82.31294976,-77.74216406,-81.84332972,-81.32923749,-80.07432148,-81.21904123,-80.5874969,-81.6561373,-82.01975746,-80.43193072,-81.48925353,-81.67545893,-106.79,-82.68,-80.36,-80.57,-80.36,-81.50,-82.36,-82.45
272.46,-105.44,-81.58,-78.73,-79.18,-78.61,-79.68,-80.97,-80.89,-80.65241673,-80.18614764,-78.7575881,-81.03418544,-86.44840042,-82.9850363,-78.63304768,-82.41672666,-81.96480623,-80.67901586,-81.8841637,-81.04292549,-82.51467969,-82.89550195,-81.07285773,-81.87151612,-82.15172315,-107.34,-83.12,-81.13,-81.25,-81.25,-82.42,-83.07,-83.15
273.46,-106.15,-82.18,-79.57,-79.88,-79.48,-80.57,-81.63,-81.69,-81.40541659,-80.72557266,-79.51893602,-81.89671853,-87.13744898,-83.69415123,-79.57736042,-83.03163698,-82.63261033,-81.29078541,-82.5229724,-81.56826276,-83.44033726,-83.7983465,-81.80033621,-82.26708154,-82.63682676,-107.88,-83.55,-81.98,-82.06,-82.12,-83.32,-83.79,-83.81
274.45,-106.79,-82.68,-80.36,-80.57,-80.36,-81.50,-82.36,-82.45,-82.21359028,-81.2984707,-80.32926701,-82.76001639,-87.87015602,-84.44310771,-80.57337053,-83.66547411,-83.22877499,-81.93297854,-83.16045739,-82.17369209,-84.40038024,-84.75483529,-82.55297383,-82.76807517,-83.20164881,-108.42,-84.05,-82.85,-82.94,-83.03,-84.26,-84.54,-84.46
275.45,-107.34,-83.12,-81.13,-81.25,-81.25,-82.42,-83.07,-83.15,-83.01432949,-81.96050065,-81.15337346,-83.64615261,-88.68416337,-85.23985367,-81.59569958,-84.26568044,-83.81790765,-82.59660014,-83.7297875,-82.81812398,-85.35685842,-85.69118924,-83.32449755,-83.35263339,-83.81935252,-108.92,-84.58,-83.78,-83.91,-84.00,-85.28,-85.35,-85.14
276.45,-107.88,-83.55,-81.98,-82.06,-82.12,-83.32,-83.79,-83.81,-83.81393578,-82.7040032,-82.043028,-84.48802794,-89.57749295,-86.08006255,-82.58180468,-84.89506675,-84.38234398,-83.32041289,-84.27455437,-83.52985558,-86.31730804,-86.63130075,-84.12796856,-83.9804211,-84.46500503,-109.39,-85.15,-84.77,-84.91,-84.97,-86.26,-86.17,-85.84
277.45,-108.42,-84.05,-82.85,-82.94,-83.03,-84.26,-84.54,-84.46,-84.58663157,-83.38256591,-82.87970353,-85.308613,-90.48725572,-86.86088428,-83.4866687,-85.50286377,-84.93862431,-84.00217639,-84.77081739,-84.24564095,-87.2813122,-87.52644676,-84.89209528,-84.55916025,-85.16731835,-109.80,-85.64,-85.69,-85.79,-85.90,-87.23,-86.98,-86.51
278.45,-108.92,-84.58,-83.78,-83.91,-84.00,-85.28,-85.35,-85.14,-85.4184074,-84.07613285,-83.73968449,-86.06805499,-91.3845583,-87.58422296,-84.21916878,-86.10535419,-85.48176409,-84.68895245,-85.2022712,-84.98865884,-88.22337802,-88.41157302,-85.62542951,-85.256314,-85.83497776,-110.18,-86.17,-86.55,-86.62,-86.79,-88.15,-87.74,-87.19
279.44,-109.39,-85.15,-84.77,-84.91,-84.97,-86.26,-86.17,-85.84,-86.21476185,-84.71612401,-84.59034053,-86.79056599,-92.24285758,-88.27082068,-84.87303236,-86.73517755,-86.01834176,-85.44280802,-85.72160206,-85.76489896,-89.15227633,-89.27868081,-86.40664724,-85.99499114,-86.53556433,-110.59,-86.72,-87.40,-87.35,-87.56,-89.02,-88.44,-87.89
280.44,-109.80,-85.64,-85.69,-85.79,-85.90,-87.23,-86.98,-86.51,-86.919085,-85.31482153,-85.39576426,-87.45312524,-93.06086125,-88.92671395,-85.43393138,-87.3963135,-86.56841857,-86.22868689,-86.29250989,-86.52861214,-90.02154769,-90.13903794,-87.10642777,-86.77931596,-87.22785194,-111.10,-87.37,-88.14,-88.06,-88.26,-89.81,-89.12,-88.60
281.44,-110.18,-86.17,-86.55,-86.62,-86.79,-88.15,-87.74,-87.19,-87.53963685,-85.88769878,-86.13158357,-88.08366344,-93.78320554,-89.50272201,-85.89222644,-88.02489142,-87.07975053,-87.05589045,-86.92482152,-87.31633511,-90.79047231,-90.93207389,-87.79107282,-87.53741616,-87.87934729,-111.67,-88.07,-88.86,-88.72,-88.86,-90.54,-89.80,-89.26
282.44,-110.59,-86.72,-87.40,-87.35,-87.56,-89.02,-88.44,-87.89,-88.13214038,-86.45997529,-86.80449777,-88.67728045,-94.42246231,-90.01078376,-86.32195178,-88.67968031,-87.54578448,-87.86450236,-87.55853013,-88.10700917,-91.49794723,-91.64367713,-88.42802705,-88.31036404,-88.54481582,-112.20,-88.76,-89.54,-89.37,-89.47,-91.20,-90.50,-89.89
283.44,-111.10,-87.37,-88.14,-88.06,-88.26,-89.81,-89.12,-88.60,-88.689283,-87.05610094,-87.39083507,-89.23711391,-94.96614045,-90.48814694,-86.72678344,-89.32545914,-87.9941165,-88.68584865,-88.27410814,-88.88053733,-92.10269774,-92.29933813,-89.01294542,-89.10357421,-89.21958503,-112.75,-89.44,-90.11,-90.00,-90.03,-91.71,-91.15,-90.55
284.43,-111.67,-88.07,-88.86,-88.72,-88.86,-90.54,-89.80,-89.26,-89.22133338,-87.70901829,-87.99559355,-89.67856969,-95.50723284,-90.92239266,-87.1886486,-89.97881458,-88.41144058,-89.50659854,-88.89563399,-89.61433811,-92.69489913,-92.94504693,-89.59608293,-89.89431436,-89.97276431,-113.30,-90.10,-90.62,-90.65,-90.58,-92.12,-91.71,-91.14
285.43,-112.20,-88.76,-89.54,-89.37,-89.47,-91.20,-90.50,-89.89,-89.80002388,-88.37275497,-88.61541518,-90.13767561,-96.00502791,-91.3289792,-87.711515,-90.60067868,-88.85374472,-90.27534342,-89.45429444,-90.33099235,-93.23989714,-93.51859893,-90.18335631,-90.64432921,-90.70036818,-113.79,-90.71,-91.11,-91.22,-91.11,-92.48,-92.23,-91.68
286.43,-112.75,-89.44,-90.11,-90.00,-90.03,-91.71,-91.15,-90.55,-90.45092277,-89.04397737,-89.25870575,-90.58103722,-96.53056667,-91.77835758,-88.24572137,-91.22349916,-89.35660582,-91.00292386,-90.03100165,-91.02262905,-93.78050139,-94.08141763,-90.77407875,-91.38084366,-91.38778295,-114.28,-91.24,-91.57,-91.81,-91.58,-92.82,-92.71,-92.15
287.43,-113.30,-90.10,-90.62,-90.65,-90.58,-92.12,-91.71,-91.14,-91.09309331,-89.76998946,-89.94848227,-91.12420797,-97.02768308,-92.29594931,-88.82091997,-91.87591471,-89.85914291,-91.66286884,-90.60961077,-91.68357963,-94.33544231,-94.60991118,-91.39558531,-92.07472006,-92.10327595,-114.78,-91.78,-92.08,-92.34,-91.98,-93.10,-93.14,-92.58
288.43,-113.79,-90.71,-91.11,-91.22,-91.11,-92.48,-92.23,-91.68,-91.81519418,-90.4904599,-90.69365055,-91.71162887,-97.48949955,-92.89371791,-89.42766956,-92.55450263,-90.43595385,-92.35675146,-91.27862683,-92.35096059,-94.89710069,-95.06641294,-92.07028205,-92.79585099,-92.8286952,-115.35,-92.37,-92.57,-92.86,-92.29,-93.37,-93.59,-93.01
289.42,-114.28,-91.24,-91.57,-91.81,-91.58,-92.82,-92.71,-92.15,-92.53489183,-91.25129442,-91.43726013,-92.29719825,-97.86997928,-93.5402991,-90.08344474,-93.24558273,-91.01749756,-93.06235327,-91.92231579,-93.04810905,-95.42123452,-95.51503804,-92.73712872,-93.55595525,-93.58093293,-115.93,-93.06,-93.06,-93.31,-92.59,-93.61,-94.08,-93.48
290.42,-114.78,-91.78,-92.08,-92.34,-91.98,-93.10,-93.14,-92.58,-93.27088794,-92.03350319,-92.15278801,-92.89681683,-98.14757021,-94.178877,-90.72206793,-93.91848524,-91.57112313,-93.74182822,-92.55311336,-93.72079881,-95.93409567,-95.95479892,-93.40110237,-94.32480076,-94.37441048,-116.59,-93.79,-93.61,-93.81,-92.90,-93.89,-94.63,-93.97
291.42,-115.35,-92.37,-92.57,-92.86,-92.29,-93.37,-93.59,-93.01,-94.02214457,-92.80135934,-92.84765011,-93.50450639,-98.34496954,-94.85015794,-91.30781839,-94.53727619,-92.17133966,-94.41055506,-93.21020432,-94.42227815,-96.40293285,-96.44104793,-94.07933364,-95.05933554,-95.17579214,-117.25,-94.60,-94.20,-94.36,-93.29,-94.27,-95.22,-94.49
292.42,-115.93,-93.06,-93.06,-93.31,-92.59,-93.61,-94.08,-93.48,-94.76003492,-93.52285136,-93.54313776,-94.09895683,-98.53297349,-95.50677136,-91.92042413,-95.10064748,-92.77085012,-95.06755165,-93.81291024,-95.11311195,-96.87614422,-96.94720293,-94.75030008,-95.80272997,-95.94958113,-117.92,-95.36,-94.81,-94.94,-93.72,-94.69,-95.80,-95.02
293.42,-116.59,-93.79,-93.61,-93.81,-92.90,-93.89,-94.63,-93.97,-95.50429864,-94.21288873,-94.1861385,-94.7114877,-98.83033951,-96.13816924,-92.52503235,-95.67464471,-93.41714959,-95.74840805,-94.46956091,-95.71702386,-97.30699412,-97.48719501,-95.41313918,-96.49895162,-96.68310508,-118.60,-96.14,-95.45,-95.49,-94.25,-95.14,-96.38,-95.59
294.41,-117.25,-94.60,-94.20,-94.36,-93.29,-94.27,-95.22,-94.49,-96.2088901,-94.87084588,-94.77718487,-95.31724051,-99.1819136,-96.78522198,-93.12745,-96.25738622,-94.05289571,-96.38043857,-95.13424573,-96.27236556,-97.75303601,-98.00460683,-96.04493534,-97.13060934,-97.38128364,-119.27,-96.86,-96.05,-96.00,-94.78,-95.63,-96.98,-96.09
295.41,-117.92,-95.36,-94.81,-94.94,-93.72,-94.69,-95.80,-95.02,-96.83867847,-95.50501068,-95.32370966,-95.94099346,-99.57710708,-97.4281515,-93.72880287,-96.83719958,-94.66237281,-97.05827323,-95.77794718,-96.79706446,-98.18884471,-98.49465037,-96.64638585,-97.78193694,-98.04718707,-119.90,-97.55,-96.60,-96.43,-95.21,-96.02,-97.53,-96.61
296.41,-118.60,-96.14,-95.45,-95.49,-94.25,-95.14,-96.38,-95.59,-97.45578496,-96.10801473,-95.85301829,-96.46818026,-99.98873662,-98.02620761,-94.32150985,-97.40338115,-95.23822511,-97.69208761,-96.36197703,-97.37853124,-98.67311537,-99.00044002,-97.21707217,-98.39215074,-98.74990443,-120.49,-98.17,-97.16,-96.82,-95.69,-96.47,-98.11,-97.17
297.41,-119.27,-96.86,-96.05,-96.00,-94.78,-95.63,-96.98,-96.09,-98.10741272,-96.74814055,-96.35278399,-97.02022799,-100.3647265,-98.60240707,-94.95829461,-98.03228494,-95.82468465,-98.35200909,-96.93780625,-97.96261737,-99.10198494,-99.42942604,-97.7338874,-98.99907633,-99.41998045,-121.09,-98.79,-97.74,-97.31,-96.23,-96.95,-98.64,-97.74
298.41,-119.90,-97.55,-96.60,-96.43,-95.21,-96.02,-97.53,-96.61,-98.70406838,-97.32976863,-96.870732,-97.49418667,-100.7670005,-99.18166789,-95.62021078,-98.68365992,-96.39263712,-98.94034456,-97.50605675,-98.51691569,-99.51227414,-99.82893295,-98.24197675,-99.55163898,-100.0852411,-121.64,-99.42,-98.38,-97.90,-96.85,-97.52,-99.17,-98.32
299.40,-120.49,-98.17,-97.16,-96.82,-95.69,-96.47,-98.11,-97.17,-99.39030777,-97.94404164,-97.3645688,-97.97486165,-101.1706952,-99.70050125,-96.25990519,-99.33726881,-96.96476484,-99.51496238,-98.03288549,-99.10472077,-99.99261183,-100.2122462,-98.7966762,-100.1091763,-100.7552111,-122.22,-100.15,-99.07,-98.56,-97.52,-98.16,-99.64,-98.89
300.40,-121.09,-98.79,-97.74,-97.31,-96.23,-96.95,-98.64,-97.74,-100.0533704,-98.58269614,-97.94816309,-98.53450294,-101.6249078,-100.2420809,-96.95653188,-100.0337869,-97.56738667,-100.0671525,-98.60000266,-99.70790601,-100.5319645,-100.671031,-99.34230843,-100.6676618,-101.4779094,-122.80,-100.91,-99.75,-99.22,-98.18,-98.82,-100.13,-99.52
301.40,-121.64,-99.42,-98.38,-97.90,-96.85,-97.52,-99.17,-98.32,-100.7697328,-99.23088843,-98.57753335,-99.13035052,-102.0840855,-100.8186178,-97.67371242,-100.7170673,-98.16008498,-100.6600107,-99.24061645,-100.2760677,-101.0843414,-101.1816025,-99.97848251,-101.2725805,-102.1156312,-123.35,-101.66,-100.42,-99.89,-98.85,-99.51,-100.60,-100.18
302.40,-122.22,-100.15,-99.07,-98.56,-97.52,-98.16,-99.64,-98.89,-101.5207403,-99.97074069,-99.2706696,-99.76192463,-102.5604184,-101.4431567,-98.38062041,-101.4177367,-98.78175317,-101.2240343,-99.95214843,-100.9244913,-101.7229307,-101.7452495,-100.6485267,-101.9486034,-102.8947873,-123.95,-102.40,-101.14,-100.61,-99.54,-100.22,-101.20,-100.88
303.40,-122.80,-100.91,-99.75,-99.22,-98.18,-98.82,-100.13,-99.52,-102.2504685,-100.7065368,-99.91540011,-100.3880072,-103.1122824,-102.0650635,-99.11767814,-102.0697574,-99.39529413,-101.7602574,-100.6639442,-101.5325107,-102.3372705,-102.3102227,-101.3124004,-102.614723,-103.6485276,-124.60,-103.12,-101.84,-101.32,-100.20,-100.90,-101.82,-101.59
304.39,-123.35,-101.66,-100.42,-99.89,-98.85,-99.51,-100.60,-100.18,-102.9323233,-101.4754119,-100.5975232,-101.0816162,-103.7439782,-102.7200955,-99.89964863,-102.754511,-100.0423817,-102.3183968,-101.3586173,-102.13557,-103.0087917,-102.9592905,-102.0120333,-103.2882842,-104.3798066,-125.20,-103.78,-102.56,-102.06,-100.89,-101.62,-102.46,-102.29
305.39,-123.95,-102.40,-101.14,-100.61,-99.54,-100.22,-101.20,-100.88,-103.6103229,-102.2298688,-101.2826577,-101.7905194,-104.398057,-103.3792059,-100.6624073,-103.442622,-100.6944491,-102.8952938,-102.0818848,-102.7390162,-103.7260992,-103.6492169,-102.7222528,-103.97707,-105.1440278,-125.82,-104.44,-103.31,-102.81,-101.59,-102.37,-103.16,-103.02
306.39,-124.60,-103.12,-101.84,-101.32,-100.20,-100.90,-101.82,-101.59,-104.284073,-102.9712684,-101.9997444,-102.464246,-105.0724777,-104.0086577,-101.4296583,-104.1418949,-101.3866667,-103.51199,-102.7690544,-103.3567736,-104.4244681,-104.3781461,-103.4572398,-104.6483516,-105.8785673,-126.40,-105.06,-104.09,-103.57,-102.31,-103.09,-103.91,-103.77
307.39,-125.20,-103.78,-102.56,-102.06,-100.89,-101.62,-102.46,-102.29,-104.8751655,-103.719139,-102.7491108,-103.2047909,-105.7567158,-104.7086202,-102.1981274,-104.8989433,-102.1279605,-104.1986605,-103.4518619,-103.9613376,-105.1031957,-105.1154356,-104.2069506,-105.3149907,-106.6146354,-126.97,-105.73,-104.89,-104.36,-103.07,-103.82,-104.70,-104.55
308.39,-125.82,-104.44,-103.31,-102.81,-101.59,-102.37,-103.16,-103.02,-105.5168809,-104.4922539,-103.5144932,-103.9242081,-106.4968889,-105.4804331,-102.9670454,-105.7020743,-102.9659317,-104.9813352,-104.1967664,-104.6193692,-105.8242688,-105.8613643,-104.9858528,-106.0648093,-107.4065378,-127.51,-106.43,-105.75,-105.20,-103.86,-104.59,-105.54,-105.42
309.38,-126.40,-105.06,-104.09,-103.57,-102.31,-103.09,-103.91,-103.77,-106.1724313,-105.242689,-104.3312017,-104.7014615,-107.256454,-106.2665458,-103.7781604,-106.5651105,-103.8453293,-105.7491031,-105.0075801,-105.3327642,-106.5901244,-106.5859334,-105.7154371,-106.7919251,-108.1740572,-128.13,-107.14,-106.55,-106.04,-104.67,-105.36,-106.38,-106.30
310.38,-126.97,-105.73,-104.89,-104.36,-103.07,-103.82,-104.70,-104.55,-106.8641965,-106.0127704,-105.1691829,-105.5104889,-108.0661239,-107.057227,-104.5677086,-107.427403,-104.789104,-106.5216129,-105.8897822,-106.0345509,-107.3961024,-107.3353141,-106.5464315,-107.5445406,-108.9261464,-128.73,-107.91,-107.38,-106.88,-105.52,-106.15,-107.19,-107.14
311.38,-127.51,-106.43,-105.75,-105.20,-103.86,-104.59,-105.54,-105.42,-107.5829695,-106.7632785,-106.010943,-106.3543708,-108.8637316,-107.8624587,-105.4257757,-108.3246484,-105.754024,-107.3378827,-106.8190022,-106.7766772,-108.238319,-108.1075114,-107.360275,-108.3444967,-109.6716991,-129.35,-108.66,-108.19,-107.72,-106.41,-107.00,-108.03,-107.99
312.38,-128.13,-107.14,-106.55,-106.04,-104.67,-105.36,-106.38,-106.30,-108.3375059,-107.5078104,-106.836336,-107.1717338,-109.6501704,-108.6531391,-106.2475076,-109.2044097,-106.7020363,-108.1401193,-107.7741307,-107.522532,-109.0889659,-108.8808645,-108.193548,-109.1077983,-110.4112313,-130.00,-109.43,-108.99,-108.54,-107.31,-107.84,-108.83,-108.79
313.38,-128.73,-107.91,-107.38,-106.88,-105.52,-106.15,-107.19,-107.14,-109.1624668,-108.2349958,-107.6978979,-108.0457356,-110.5228984,-109.4653122,-107.068239,-110.1712034,-107.7074507,-108.9167141,-108.6966702,-108.2647101,-110.0043918,-109.6704328,-109.0144266,-109.8066662,-111.1400037,-130.62,-110.17,-109.88,-109.39,-108.22,-108.71,-109.62,-109.58
314.37,-129.35,-108.66,-108.19,-107.72,-106.41,-107.00,-108.03,-107.99,-110.0293618,-109.0155517,-108.5985384,-108.978066,-111.3657963,-110.3473283,-108.0019329,-111.1992757,-108.7713167,-109.7385213,-109.7284067,-109.1370789,-110.9516619,-110.5537004,-109.9151915,-110.5390973,-111.9664819,-131.27,-110.95,-110.84,-110.28,-109.23,-109.72,-110.48,-110.43
315.37,-130.00,-109.43,-108.99,-108.54,-107.31,-107.84,-108.83,-108.79,-111.0028195,-109.78233,-109.603183,-109.8663923,-112.1566398,-111.237048,-108.9000104,-112.2256781,-109.8183406,-110.6359938,-110.7497891,-110.0763775,-111.8905165,-111.4480731,-110.8532173,-111.3409842,-112.8391304,-131.93,-111.76,-111.82,-111.23,-110.32,-110.74,-111.37,-111.29
316.37,-130.62,-110.17,-109.88,-109.39,-108.22,-108.71,-109.62,-109.58,-111.9628595,-110.579704,-110.609244,-110.7223802,-112.8620053,-112.1031822,-109.8018986,-113.2362109,-110.8578418,-111.494479,-111.7627792,-111.005782,-112.761547,-112.3165013,-111.7885757,-112.1495745,-113.7534314,-132.56,-112.55,-112.81,-112.16,-111.41,-111.80,-112.30,-112.21
317.37,-131.27,-110.95,-110.84,-110.28,-109.23,-109.72,-110.48,-110.43,-112.9113167,-111.4405219,-111.5926705,-111.557206,-113.5885454,-112.9182583,-110.6756043,-114.2319611,-111.8257515,-112.3901994,-112.74334,-111.8945697,-113.6099716,-113.1190401,-112.6690523,-112.9648648,-114.6562187,-133.17,-113.38,-113.79,-113.10,-112.52,-112.86,-113.20,-113.12
318.37,-131.93,-111.76,-111.82,-111.23,-110.32,-110.74,-111.37,-111.29,-113.8604474,-112.2767825,-112.5580187,-112.436223,-114.3671924,-113.7477997,-111.5025872,-115.172863,-112.8457197,-113.2810273,-113.6848185,-112.7601409,-114.4363137,-113.9445117,-113.5467667,-113.7549702,-115.5726258,-133.79,-114.20,-114.80,-114.03,-113.56,-113.88,-114.11,-114.08
319.36,-132.56,-112.55,-112.81,-112.16,-111.41,-111.80,-112.30,-112.21,-114.7988369,-113.1119489,-113.5349051,-113.3436246,-115.1946347,-114.6350301,-112.3576561,-116.1108115,-113.8904617,-114.1932659,-114.6506142,-113.638194,-115.334817,-114.8393235,-114.4656792,-114.5642127,-116.4594558,-134.41,-115.05,-115.83,-115.02,-114.65,-114.97,-115.00,-114.99
320.36,-133.17,-113.38,-113.79,-113.10,-112.52,-112.86,-113.20,-113.12,-115.7043756,-113.8830486,-114.5093224,-114.3173936,-116.0994019,-115.5608243,-113.2107281,-117.1101677,-114.9652695,-115.1827623,-115.6601028,-114.5380004,-116.3070631,-115.8450473,-115.477146,-115.3791402,-117.3769342,-135.10,-115.93,-116.96,-116.08,-115.78,-116.13,-115.93,-115.92
321.36,-133.79,-114.20,-114.80,-114.03,-113.56,-113.88,-114.11,-114.08,-116.6143444,-114.7225756,-115.4810455,-115.3187426,-117.072191,-116.4639206,-114.0792634,-118.0982803,-116.0105576,-116.1435373,-116.6486001,-115.4930686,-117.349661,-116.9204633,-116.5132884,-116.1862873,-118.2901287,-135.79,-116.85,-118.09,-117.16,-116.95,-117.28,-116.93,-116.94
322.36,-134.41,-115.05,-115.83,-115.02,-114.65,-114.97,-115.00,-114.99,-117.5286213,-115.5616778,-116.3672198,-116.3295811,-118.1403038,-117.4327315,-114.9617475,-119.1228444,-117.0592164,-117.1953339,-117.6722452,-116.4660379,-118.3841498,-117.9733359,-117.5954523,-117.0356314,-119.1990044,-136.49,-117.81,-119.29,-118.31,-118.13,-118.48,-117.91,-117.96
323.36,-135.10,-115.93,-116.96,-116.08,-115.78,-116.13,-115.93,-115.92,-118.4977287,-116.4011897,-117.2560161,-117.4044274,-119.2607305,-118.4036603,-115.8668721,-120.1737657,-118.1068523,-118.2754079,-118.7607922,-117.5286933,-119.4809241,-119.0575406,-118.72704,-117.9007524,-120.1721678,-137.22,-118.81,-120.46,-119.49,-119.32,-119.66,-118.99,-119.05
324.35,-135.79,-116.85,-118.09,-117.16,-116.95,-117.28,-116.93,-116.94,-119.4872299,-117.2954846,-118.1428279,-118.5567663,-120.4286008,-119.3913423,-116.8285639,-121.2708311,-119.2297986,-119.3852296,-119.9307744,-118.6358382,-120.5855555,-120.1710899,-119.942716,-118.8169303,-121.1509039,-138.00,-119.84,-121.63,-120.66,-120.49,-120.84,-120.11,-120.16
325.35,-136.49,-117.81,-119.29,-118.31,-118.13,-118.48,-117.91,-117.96,-120.5858692,-118.2383195,-119.0494228,-119.7528154,-121.6291681,-120.4388171,-117.8072464,-122.4526531,-120.3833653,-120.5246935,-121.1334307,-119.7917378,-121.7102591,-121.3217177,-121.2013774,-119.7758549,-122.2082888,-138.79,-120.92,-122.84,-121.91,-121.67,-122.00,-121.24,-121.29
326.35,-137.22,-118.81,-120.46,-119.49,-119.32,-119.66,-118.99,-119.05,-121.7515763,-119.2244618,-119.9645984,-120.9465552,-122.8161478,-121.5549382,-118.8692269,-123.6666427,-121.5608527,-121.6960797,-122.3428762,-121.0148303,-122.8301141,-122.503535,-122.5056332,-120.7962863,-123.3122327,-139.60,-121.98,-124.08,-123.10,-122.86,-123.21,-122.41,-122.41
327.35,-138.00,-119.84,-121.63,-120.66,-120.49,-120.84,-120.11,-120.16,-122.9789592,-120.3135792,-120.9683542,-122.1348097,-124.0338411,-122.6876214,-119.9427799,-124.9040495,-122.7113651,-122.9756993,-123.5716548,-122.2412353,-123.9417599,-123.7283602,-123.8417813,-121.8202246,-124.4896725,-140.46,-123.14,-125.40,-124.36,-124.12,-124.42,-123.63,-123.58
328.35,-138.79,-120.92,-122.84,-121.91,-121.67,-122.00,-121.24,-121.29,-124.2128259,-121.4147468,-121.9716554,-123.3653732,-125.2116082,-123.8983795,-121.0886142,-126.1701406,-123.8689901,-124.2874913,-124.8222695,-123.5027168,-125.0833494,-124.9642541,-125.1901068,-122.9698771,-125.6838032,-141.37,-124.36,-126.70,-125.64,-125.42,-125.71,-124.80,-124.82
329.34,-139.60,-121.98,-124.08,-123.10,-122.86,-123.21,-122.41,-122.41,-125.4838847,-122.5561937,-123.0607977,-124.6216088,-126.5010404,-125.1271734,-122.2621585,-127.4859182,-125.0635299,-125.6138485,-126.088157,-124.7902124,-126.2718308,-126.2820555,-126.5262992,-124.1431979,-126.9498131,-142.34,-125.66,-128.11,-126.96,-126.77,-126.99,-126.04,-126.06
330.34,-140.46,-123.14,-125.40,-124.36,-124.12,-124.42,-123.63,-123.58,-126.8454158,-123.8005471,-124.2357234,-125.9866059,-127.8816517,-126.4533216,-123.4813856,-128.9199906,-126.3657957,-127.0117982,-127.4426552,-126.1310914,-127.5690479,-127.6778296,-127.9596718,-125.3537321,-128.2332506,-143.33,-126.98,-129.58,-128.36,-128.15,-128.36,-127.35,-127.37
